product_id,product_name,category,subcategory,brand,unit_price,cost_price
PROD0316,VelvetTouch Shampoo 844,Beauty,Haircare,VelvetTouch,489,271.92
PROD0317,Comfora Ceiling Fan 687,Home & Kitchen,Appliances,Comfora,499,339.41
PROD0318,Comfora Office Chair 487,Home & Kitchen,Furniture,Comfora,4329,2164.15
PROD0319,Metro Wear Men's Shirt 758,Fashion,Men,Metro Wear,619,377.09
PROD0320,PeakGear Gym Shorts 829,Sports & Fitness,Sportswear,PeakGear,1149,443.79
PROD0321,IronCore Track Pants 813,Sports & Fitness,Sportswear,IronCore,739,411.05
PROD0322,BrightWave Case 153,Electronics,Accessories,BrightWave,56709,35837.75
PROD0323,UrbanThread Cable 484,Fashion,Accessories,UrbanThread,309,132.55
PROD0324,HomeCraft Study Table 801,Home & Kitchen,Furniture,HomeCraft,3489,2418.04
PROD0325,PageTurner Press Self-Help Book 577,Books,Non-Fiction,PageTurner Press,739,441.51
PROD0326,UrbanThread Charger 997,Fashion,Accessories,UrbanThread,1589,995.75
PROD0327,Voltek Bluetooth Speaker 239,Electronics,Audio,Voltek,1719,701.22
PROD0328,Zenith Cable 231,Electronics,Accessories,Zenith,2059,759.45
PROD0329,TrailBlaze Gym Shorts 428,Sports & Fitness,Sportswear,TrailBlaze,1799,773.13
PROD0330,Prestige+ Microwave Oven 284,Home & Kitchen,Appliances,Prestige+,699,367.26
PROD0331,StorySpring Mystery Novel 510,Books,Fiction,StorySpring,669,464.85
PROD0332,PureSkin Compact Powder 997,Beauty,Makeup,PureSkin,389,196.58
PROD0333,Metro Wear Women's Top 305,Fashion,Women,Metro Wear,4489,2675.13
PROD0334,FitPro Skipping Rope 308,Sports & Fitness,Fitness,FitPro,8829,5614.91
PROD0335,VelvetTouch Foundation 222,Beauty,Makeup,VelvetTouch,2919,1987.13
PROD0336,UrbanThread Sneakers 230,Fashion,Footwear,UrbanThread,1789,970.44
PROD0337,OmniTech Charger 731,Electronics,Accessories,OmniTech,1289,520.44
PROD0338,IronCore Camping Tent 172,Sports & Fitness,Outdoor,IronCore,349,227.09
PROD0339,ActiveEdge Trekking Pole 916,Sports & Fitness,Outdoor,ActiveEdge,1859,1271.23
PROD0340,FitPro Sports T-Shirt 572,Sports & Fitness,Sportswear,FitPro,5489,3335.72
PROD0341,Samsonic Headphones 410,Electronics,Audio,Samsonic,26459,9588.74
PROD0342,StorySpring Thriller Novel 278,Books,Fiction,StorySpring,239,132.11
PROD0343,Chikoo Men's Jacket 342,Fashion,Men,Chikoo,4319,2284.69
PROD0344,Voltek Laptop 380,Electronics,Laptops,Voltek,32239,21948.9
PROD0345,PureSkin Sunscreen 232,Beauty,Skincare,PureSkin,1049,601.62
PROD0346,NatureBloom Compact Powder 230,Beauty,Makeup,NatureBloom,1219,714.08
PROD0347,Zenith Laptop 315,Electronics,Laptops,Zenith,2979,2037.12
PROD0348,Comfora Study Table 622,Home & Kitchen,Furniture,Comfora,6159,2894.43
PROD0349,UrbanThread Women's Top 634,Fashion,Women,UrbanThread,1419,699.54
PROD0350,IronCore Gym Shorts 462,Sports & Fitness,Sportswear,IronCore,3879,2139.95
PROD0351,BrightWave Phone 278,Electronics,Smartphones,BrightWave,8919,5559.37
PROD0352,PureSkin Lipstick 888,Beauty,Makeup,PureSkin,799,495.4
PROD0353,StorySpring Biography 714,Books,Non-Fiction,StorySpring,199,83.48
PROD0354,InkWell Publications Reference Book 502,Books,Education,InkWell Publications,289,156.0
PROD0355,KitchenKing Cookware Set 272,Home & Kitchen,Kitchen,KitchenKing,4189,2058.04
PROD0356,Trendify Case 194,Fashion,Accessories,Trendify,1809,930.93
PROD0357,UrbanThread Women's Saree 952,Fashion,Women,UrbanThread,329,150.6
PROD0358,Metro Wear Women's Dress 578,Fashion,Women,Metro Wear,2339,1398.36
PROD0359,Chikoo Women's Kurti 249,Fashion,Women,Chikoo,509,258.22
PROD0360,InkWell Publications Thriller Novel 984,Books,Fiction,InkWell Publications,749,395.28
PROD0361,PureSkin Conditioner 915,Beauty,Haircare,PureSkin,1179,667.81
PROD0362,UrbanThread Case 614,Fashion,Accessories,UrbanThread,3959,2262.7
PROD0363,BrightMind Books Business Book 760,Books,Non-Fiction,BrightMind Books,179,115.39
PROD0364,PageTurner Press Biography 544,Books,Non-Fiction,PageTurner Press,969,468.38
PROD0365,Pulsar Case 886,Electronics,Accessories,Pulsar,3859,2551.71
PROD0366,Trendify Cable 114,Fashion,Accessories,Trendify,1099,737.91
PROD0367,StorySpring Thriller Novel 844,Books,Fiction,StorySpring,609,372.35
PROD0368,TrailBlaze Hiking Backpack 479,Sports & Fitness,Outdoor,TrailBlaze,2429,1678.31
PROD0369,ActiveEdge Gym Shorts 370,Sports & Fitness,Sportswear,ActiveEdge,329,194.36
PROD0370,Trendify Men's Jacket 849,Fashion,Men,Trendify,3279,1582.15
PROD0371,Skyline Case 812,Electronics,Accessories,Skyline,959,449.01
PROD0372,OmniTech Cable 843,Electronics,Accessories,OmniTech,2589,1406.21
PROD0373,HomeCraft Non-stick Pan 828,Home & Kitchen,Kitchen,HomeCraft,339,212.67
PROD0374,UrbanThread Charger 489,Fashion,Accessories,UrbanThread,1949,780.69
PROD0375,StorySpring Dictionary 526,Books,Education,StorySpring,159,59.84
PROD0376,KitchenKing Cookware Set 470,Home & Kitchen,Kitchen,KitchenKing,14529,7805.12
PROD0377,Metro Wear Men's Shirt 793,Fashion,Men,Metro Wear,629,328.63
PROD0378,Wardrobe Co. Women's Saree 554,Fashion,Women,Wardrobe Co.,1159,463.65
PROD0379,UrbanNest Microwave Oven 168,Home & Kitchen,Appliances,UrbanNest,389,221.29
PROD0380,HomeCraft Ceiling Fan 246,Home & Kitchen,Appliances,HomeCraft,739,373.75
PROD0381,Comfora Pressure Cooker 971,Home & Kitchen,Kitchen,Comfora,539,325.92
PROD0382,GlowUp Conditioner 958,Beauty,Haircare,GlowUp,339,235.28
PROD0383,LumiCare Lipstick 440,Beauty,Makeup,LumiCare,199,87.97
PROD0384,Trendify Charger 510,Fashion,Accessories,Trendify,2119,1119.57
PROD0385,StorySpring Dictionary 381,Books,Education,StorySpring,239,84.45
PROD0386,KitchenKing Cookware Set 222,Home & Kitchen,Kitchen,KitchenKing,689,288.35
PROD0387,VelvetTouch Sunscreen 785,Beauty,Skincare,VelvetTouch,189,110.48
PROD0388,Zenith Laptop 234,Electronics,Laptops,Zenith,8659,5992.96
PROD0389,Chikoo Men's Shirt 535,Fashion,Men,Chikoo,1889,857.66
PROD0390,LumiCare Kajal 941,Beauty,Makeup,LumiCare,259,177.28
PROD0391,Trendify Case 630,Fashion,Accessories,Trendify,1179,721.23
PROD0392,Metro Wear Sneakers 259,Fashion,Footwear,Metro Wear,389,222.93
PROD0393,StyleHub Women's Dress 485,Fashion,Women,StyleHub,1019,577.39
PROD0394,UrbanNest Study Table 143,Home & Kitchen,Furniture,UrbanNest,1859,797.02
PROD0395,IronCore Camping Tent 578,Sports & Fitness,Outdoor,IronCore,279,101.07
PROD0396,VelvetTouch Sunscreen 513,Beauty,Skincare,VelvetTouch,419,268.96
PROD0397,GlowUp Foundation 875,Beauty,Makeup,GlowUp,669,464.1
PROD0398,InkWell Publications History Book 522,Books,Non-Fiction,InkWell Publications,239,151.79
PROD0399,GlowUp Hair Serum 659,Beauty,Haircare,GlowUp,229,158.02
PROD0400,BrightWave Notebook 902,Electronics,Laptops,BrightWave,1759,1082.74
PROD0401,Chikoo Men's Shirt 223,Fashion,Men,Chikoo,409,161.85
PROD0402,Trendify Men's Shirt 112,Fashion,Men,Trendify,1729,854.89
PROD0403,KitchenKing Table Lamp 385,Home & Kitchen,Home Decor,KitchenKing,8279,4840.5
PROD0404,UrbanThread Formal Shoes 563,Fashion,Footwear,UrbanThread,479,293.98
PROD0405,LumiCare Compact Powder 579,Beauty,Makeup,LumiCare,489,234.74
PROD0406,Metro Wear Men's Shirt 413,Fashion,Men,Metro Wear,1759,985.75
PROD0407,Skyline Bluetooth Speaker 397,Electronics,Audio,Skyline,859,384.73
PROD0408,Metro Wear Men's Shirt 524,Fashion,Men,Metro Wear,539,242.06
PROD0409,Nexo Cable 194,Electronics,Accessories,Nexo,959,357.58
PROD0410,Pulsar Bluetooth Speaker 675,Electronics,Audio,Pulsar,8419,3885.96
PROD0411,IronCore Hiking Backpack 701,Sports & Fitness,Outdoor,IronCore,609,219.87
PROD0412,Trendify Sandals 493,Fashion,Footwear,Trendify,519,247.53
PROD0413,Trendify Sandals 534,Fashion,Footwear,Trendify,4679,2463.76
PROD0414,LivWell Photo Frame 928,Home & Kitchen,Home Decor,LivWell,13759,8413.49
PROD0415,Wardrobe Co. Running Shoes 322,Fashion,Footwear,Wardrobe Co.,519,209.97
PROD0416,Skyline Notebook 485,Electronics,Laptops,Skyline,6319,3207.88
PROD0417,OmniTech Bluetooth Speaker 942,Electronics,Audio,OmniTech,2489,1057.97
PROD0418,BrightMind Books Dictionary 982,Books,Education,BrightMind Books,139,87.49
PROD0419,UrbanNest Water Purifier 669,Home & Kitchen,Appliances,UrbanNest,3149,2054.02
PROD0420,TrailBlaze Gym Shorts 632 PROD0420,Sports & Fitness,Sportswear,TrailBlaze,6879,3079.54
PROD0421,StyleHub Running Shoes 513,Fashion,Footwear,StyleHub,509,260.42
PROD0422,Nexo Smartphone 250,Electronics,Smartphones,Nexo,52419,26059.19
PROD0423,Nexo Bluetooth Speaker 588,Electronics,Audio,Nexo,1209,591.24
PROD0424,Voltek Case 814,Electronics,Accessories,Voltek,37909,18670.58
PROD0425,Trendify Men's Jacket 774,Fashion,Men,Trendify,4789,1720.86
PROD0426,HomeCraft Photo Frame 458,Home & Kitchen,Home Decor,HomeCraft,1809,731.67
PROD0427,PageTurner Press Romance Novel 658,Books,Fiction,PageTurner Press,729,500.37
PROD0428,Pulsar Wireless Earbuds 505,Electronics,Audio,Pulsar,2759,1860.76
PROD0429,Prestige+ Table Lamp 531,Home & Kitchen,Home Decor,Prestige+,13529,4873.61
PROD0430,Nexo Notebook 941,Electronics,Laptops,Nexo,1049,471.68
PROD0431,Chikoo Sandals 308,Fashion,Footwear,Chikoo,4149,1676.5
PROD0432,Zenith Phone 848,Electronics,Smartphones,Zenith,7869,3134.92
PROD0433,GlowUp Hair Oil 553,Beauty,Haircare,GlowUp,289,108.67
PROD0434,GlowUp Compact Powder 123,Beauty,Makeup,GlowUp,869,573.87
PROD0435,StorySpring Dictionary 338,Books,Education,StorySpring,169,90.75
PROD0436,HomeCraft Pressure Cooker 246,Home & Kitchen,Kitchen,HomeCraft,2059,737.48
PROD0437,VelvetTouch Lipstick 783,Beauty,Makeup,VelvetTouch,879,324.14
PROD0438,UrbanNest Table Lamp 483,Home & Kitchen,Home Decor,UrbanNest,1579,1027.32
PROD0439,LivWell Microwave Oven 615,Home & Kitchen,Appliances,LivWell,1089,593.53
PROD0440,PeakGear Sports Cap 277,Sports & Fitness,Sportswear,PeakGear,2199,1209.14
PROD0441,PeakGear Water Bottle 667,Sports & Fitness,Outdoor,PeakGear,5419,3345.57
PROD0442,HomeCraft Photo Frame 210,Home & Kitchen,Home Decor,HomeCraft,1449,770.71
PROD0443,Trendify Men's Shirt 704,Fashion,Men,Trendify,839,451.4
PROD0444,VelvetTouch Shampoo 927,Beauty,Haircare,VelvetTouch,759,422.48
PROD0445,KitchenKing Ceiling Fan 282,Home & Kitchen,Appliances,KitchenKing,2709,1592.89
PROD0446,Nexo Headphones 873,Electronics,Audio,Nexo,1689,847.49
PROD0447,FitPro Track Pants 136,Sports & Fitness,Sportswear,FitPro,5959,2827.46
PROD0448,Wardrobe Co. Men's Jeans 816,Fashion,Men,Wardrobe Co.,529,193.9
PROD0449,HomeCraft Office Chair 981,Home & Kitchen,Furniture,HomeCraft,329,200.13
PROD0450,Voltek Phone 163,Electronics,Smartphones,Voltek,5759,2436.17
PROD0451,IronCore Yoga Mat 522,Sports & Fitness,Fitness,IronCore,5569,2552.46
PROD0452,StyleHub Women's Kurti 703,Fashion,Women,StyleHub,3189,1501.51
PROD0453,UrbanThread Sandals 246,Fashion,Footwear,UrbanThread,4879,3357.23
PROD0454,Voltek Phone 191,Electronics,Smartphones,Voltek,2729,1143.07
PROD0455,Voltek Smartphone 420,Electronics,Smartphones,Voltek,4639,3180.87
PROD0456,Prestige+ Office Chair 660,Home & Kitchen,Furniture,Prestige+,369,251.82
PROD0457,KitchenKing Non-stick Pan 625,Home & Kitchen,Kitchen,KitchenKing,8599,4487.29
PROD0458,Pulsar Phone 282,Electronics,Smartphones,Pulsar,15429,7161.74
PROD0459,BrightWave Bluetooth Speaker 299,Electronics,Audio,BrightWave,4219,1614.86
PROD0460,VelvetTouch Sunscreen 274,Beauty,Skincare,VelvetTouch,379,146.1
PROD0461,LivWell Pressure Cooker 963,Home & Kitchen,Kitchen,LivWell,1249,644.51
PROD0462,StorySpring Biography 222,Books,Non-Fiction,StorySpring,239,139.77
PROD0463,BrightMind Books Dictionary 915,Books,Education,BrightMind Books,539,190.12
PROD0464,KitchenKing Non-stick Pan 522,Home & Kitchen,Kitchen,KitchenKing,929,424.96
PROD0465,FitPro Trekking Pole 137,Sports & Fitness,Outdoor,FitPro,8519,5661.46
PROD0466,Pulsar Notebook 385,Electronics,Laptops,Pulsar,13899,6712.7
PROD0467,StyleHub Men's Jeans 701,Fashion,Men,StyleHub,4689,2077.02
PROD0468,StyleHub Men's Shirt 491,Fashion,Men,StyleHub,2789,1753.97
PROD0469,IronCore Dumbbell Set 607,Sports & Fitness,Fitness,IronCore,789,334.31
PROD0470,Metro Wear Formal Shoes 489,Fashion,Footwear,Metro Wear,2229,1434.29
PROD0471,Pulsar Headphones 797,Electronics,Audio,Pulsar,59149,40490.0
PROD0472,VelvetTouch Hair Oil 459,Beauty,Haircare,VelvetTouch,3319,2025.39
PROD0473,NatureBloom Compact Powder 231,Beauty,Makeup,NatureBloom,349,137.1
PROD0474,UrbanNest Mixer Grinder 756,Home & Kitchen,Kitchen,UrbanNest,669,322.66
PROD0475,NatureBloom Foundation 286,Beauty,Makeup,NatureBloom,2259,1459.31
PROD0476,LumiCare Face Wash 707,Beauty,Skincare,LumiCare,989,562.53
PROD0477,BrightWave Wireless Earbuds 325,Electronics,Audio,BrightWave,1039,625.94
PROD0478,Voltek Smartphone 320,Electronics,Smartphones,Voltek,8749,5076.75
PROD0479,VelvetTouch Conditioner 346,Beauty,Haircare,VelvetTouch,1309,584.61
PROD0480,Chikoo Men's T-Shirt 852,Fashion,Men,Chikoo,2479,1520.58
PROD0481,Skyline Power Bank 833,Electronics,Accessories,Skyline,2599,1180.74
PROD0482,Prestige+ Photo Frame 790,Home & Kitchen,Home Decor,Prestige+,789,296.68
PROD0483,OmniTech Wireless Earbuds 632,Electronics,Audio,OmniTech,2969,1787.05
PROD0484,StorySpring Biography 728,Books,Non-Fiction,StorySpring,219,90.74
PROD0485,StyleHub Running Shoes 647,Fashion,Footwear,StyleHub,3379,1532.07
PROD0486,Chikoo Men's Shirt 108,Fashion,Men,Chikoo,299,105.37
PROD0487,BrightWave Laptop 580,Electronics,Laptops,BrightWave,10209,6001.13
PROD0488,Metro Wear Power Bank 682,Fashion,Accessories,Metro Wear,1829,1011.09
PROD0489,InkWell Publications Mystery Novel 271,Books,Fiction,InkWell Publications,479,229.42
PROD0490,ActiveEdge Hiking Backpack 462,Sports & Fitness,Outdoor,ActiveEdge,1049,472.32
PROD0491,Wardrobe Co. Case 151,Fashion,Accessories,Wardrobe Co.,499,240.74
PROD0492,FitPro Track Pants 729,Sports & Fitness,Sportswear,FitPro,749,478.59
PROD0493,Metro Wear Women's Saree 623,Fashion,Women,Metro Wear,3409,1449.66
PROD0494,Trendify Men's Jeans 649,Fashion,Men,Trendify,839,298.6
PROD0495,LivWell Wall Clock 263,Home & Kitchen,Home Decor,LivWell,9539,3634.7
PROD0496,NatureBloom Shampoo 768,Beauty,Haircare,NatureBloom,549,359.83
PROD0497,NatureBloom Foundation 144,Beauty,Makeup,NatureBloom,2959,2026.12
PROD0498,OmniTech Wireless Earbuds 174,Electronics,Audio,OmniTech,4779,1923.15
PROD0499,FitPro Track Pants 386,Sports & Fitness,Sportswear,FitPro,359,243.56
PROD0500,Prestige+ Air Fryer 142,Home & Kitchen,Appliances,Prestige+,5139,2711.77
